,id,host_id,zipcode,accommodates,bathrooms,bedrooms,beds,minimum_nights,availability_30,number_of_reviews,review_scores_rating,host_listing_count,Apartment,Bed & Breakfast,Boat,Castle,Dorm,House,Hut,Loft,Other,Tent,Treehouse,Entire home/apt,Private room,Shared room,Airbed,Couch,Futon,Pull-out Sofa,Real Bed,price,price_log
7508,1630572,2935265,10013,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,-1.142802042093182,1.9080679169884835,95-100,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,180.0,5.19295685089021
7509,108175,317547,11222,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,1.096567719327034,0.5782690276192338,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,110.0,4.700480365792417
7510,173733,737845,10003,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.0628245506138885,4.025895777835807,95-100,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,140.0,4.941642422609304
7511,1657057,8783147,11217,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,-1.3027570250517688,-0.5052708081631176,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,90.0,4.499809670330265
7512,2115812,7559213,10003,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,1.096567719327034,-0.012752700989321495,70-79,0.5436210842425065,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,134.0,4.897839799950911
7513,4559338,12093772,10014,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,-0.5545226188804973,No Reviews,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,200.0,5.298317366548036
7514,4081936,21172070,11102,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,1.096567719327034,-0.4067671867283584,80-84,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,130.0,4.867534450455582
7515,889376,4716488,10016,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,0.3767702960133932,1.2677943776625484,90-94,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,109.0,4.6913478822291435
7516,2789933,14270272,11213,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,-0.6188138558658658,-1.3027570250517688,-0.456018997445738,70-79,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,45.0,3.8066624897703196
7517,4484401,22064657,10018,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,2.1584848591445143,-0.6188138558658658,0.21681531305480634,-0.5052708081631176,20-29,2.396599787924437,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,50.0,3.912023005428146
7518,2279517,11581609,11211,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,-0.6188138558658658,-0.8228920761760082,0.430513595467095,90-94,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,165.0,5.10594547390058
7519,1376820,2260600,10001,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.0165902278477406,-0.5052708081631176,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,200.0,5.298317366548036
7521,3361203,16030426,10038,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,0.6966802619305669,-0.11125632242408072,95-100,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,163.0,5.093750200806762
7522,1600917,7853251,11434,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,-0.6188138558658658,1.096567719327034,-0.30826356529359916,80-84,1.4701104360834716,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,69.0,4.23410650459726
7523,1282763,2541879,11237,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,4.9285970530721315,-1.3027570250517688,-0.456018997445738,85-89,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,115.0,4.74493212836325
7524,1657311,8785661,10031,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,-0.6188138558658658,1.0165902278477406,0.5782690276192338,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,65.0,4.174387269895637
7525,2265819,11570607,10005,1.1238338879494987,-0.3370343067877555,2.8819064685354276,1.2700382361934728,-0.6188138558658658,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,900.0,6.802394763324311
7526,3904228,5369328,11238,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,0.17367341683956244,-0.982847059134595,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,175.0,5.1647859739235145
7527,567281,2790890,11206,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,-0.34302712730024765,2.0065715384232425,90-94,-0.38286826759845854,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,75.0,4.31748811353631
7528,3829240,17179462,11103,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,55.0,4.007333185232471
7529,894988,4766097,11211,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.3027570250517688,0.2827581633149562,95-100,0.5436210842425065,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,50.0,3.912023005428146
7530,4803118,24512599,10001,0.028250972045239065,0.9884926524026629,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-0.8228920761760082,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,200.0,5.298317366548036
7531,3829261,19708200,11236,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,0.17367341683956244,1.0165902278477406,-0.4067671867283584,80-84,0.08037640832202401,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,46.0,3.828641396489095
7532,4767769,24496214,10010,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.5699170531922766,0.6966802619305669,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,100.0,4.605170185988092
7534,4615715,10699461,11222,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,100.0,4.605170185988092
7535,2265943,4964327,10031,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,91.0,4.51085950651685
7536,2247305,11477252,10017,4.410582635662277,0.9884926524026629,4.528710164841386,3.0469314820955553,-0.6188138558658658,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2000.0,7.600902459542082
7537,421453,5940,11368,1.1238338879494987,-0.3370343067877555,1.235102772229469,0.38159161324243157,-0.22257021951315167,0.5367252789719801,0.8737798919235116,85-89,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,115.0,4.74493212836325
7538,4302974,1896293,10022,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,0.5699170531922766,1.096567719327034,-0.456018997445738,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,250.0,5.521460917862246
7540,3689140,2267864,10014,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,-1.142802042093182,0.18425454188019696,95-100,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,174.0,5.159055299214529
7541,2045727,320284,11221,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,0.7766577534098603,1.4648016205320669,80-84,0.08037640832202401,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,48.0,3.871201010907891
7542,4188101,19657507,11201,0.5760424299973689,0.9884926524026629,-0.41170092407648967,0.38159161324243157,1.758647962250419,-1.2227795335724754,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,200.0,5.298317366548036
7543,81192,91407,11222,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,0.17367341683956244,0.8566352448891538,3.0901113742055943,90-94,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,129.0,4.859812404361672
7544,4737771,921114,10005,1.6716253459016284,-0.3370343067877555,1.235102772229469,1.2700382361934728,0.17367341683956244,-1.3027570250517688,-0.5545226188804973,No Reviews,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,260.0,5.560681631015528
7545,2271504,11598359,11238,2.219416803853758,2.3140196115930816,2.8819064685354276,2.1584848591445143,-0.6188138558658658,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6500.0,8.779557455883728
7546,385326,282614,11217,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,0.9366127363684471,3.2871186170751128,85-89,1.4701104360834716,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,80.0,4.382026634673881
7547,108825,562861,11205,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,-0.6188138558658658,-0.42300461877954104,0.036499109728058116,85-89,1.0068657601629891,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,80.0,4.382026634673881
7549,824253,4327367,10002,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,1.096567719327034,0.13500273116281733,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,120.0,4.787491742782046
7550,4559382,12005302,11216,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,1.0165902278477406,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,55.0,4.007333185232471
7551,1404629,7580633,10010,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,0.6167027704512734,-0.456018997445738,90-94,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,300.0,5.703782474656201
7552,3763708,15373456,10003,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,0.036499109728058116,85-89,0.5436210842425065,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,85.0,4.442651256490317
7553,4839016,24903878,10005,-0.5195404859068907,2.3140196115930816,-0.41170092407648967,0.38159161324243157,-0.6188138558658658,1.096567719327034,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,150.0,5.0106352940962555
7554,2181967,11126700,10018,1.6716253459016284,2.3140196115930816,1.235102772229469,1.2700382361934728,-0.6188138558658658,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,750.0,6.620073206530356
7555,2584318,12987479,11216,0.5760424299973689,2.3140196115930816,1.235102772229469,0.38159161324243157,0.17367341683956244,-1.3027570250517688,0.7752762704887524,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,199.0,5.293304824724492
7556,4812551,1433958,10065,1.6716253459016284,-0.3370343067877555,1.235102772229469,1.2700382361934728,-0.6188138558658658,0.6167027704512734,-0.5052708081631176,95-100,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,199.0,5.293304824724492
7557,4489856,23290881,11226,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,99.0,4.59511985013459
7558,3380290,5088441,10026,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,-0.6188138558658658,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,200.0,5.298317366548036
7559,3165063,11167829,10031,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,-1.3027570250517688,-0.456018997445738,95-100,0.5436210842425065,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,45.0,3.8066624897703196
7560,1326080,7196724,11216,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,101.0,4.61512051684126
7561,4869112,25046642,10009,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,-0.22257021951315167,-0.982847059134595,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,90.0,4.499809670330265
7562,4485034,10303472,11216,1.1238338879494987,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,1.096567719327034,-0.5545226188804973,No Reviews,0.5436210842425065,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,130.0,4.867534450455582
7563,4494582,3370169,11206,1.6716253459016284,2.3140196115930816,1.235102772229469,1.2700382361934728,-0.22257021951315167,-0.34302712730024765,-0.4067671867283584,85-89,0.5436210842425065,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,160.0,5.075173815233827
7564,1592355,6066961,10024,-0.5195404859068907,2.3140196115930816,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-0.7429145846967148,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,250.0,5.521460917862246
7566,2145620,10949644,10022,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,0.45674778749268663,0.5782690276192338,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,155.0,5.043425116919247
7567,403264,1386983,10001,0.028250972045239065,2.3140196115930816,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,1.096567719327034,2.0558233491406224,90-94,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0,4.976733742420574
7568,4878347,15524864,11222,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.9661606895449907,-0.5829596017381279,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,60.0,4.0943445622221
7569,2247803,11333699,11213,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,0.676772649053993,80-84,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,125.0,4.8283137373023015
7570,4120997,1720772,10009,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,1.758647962250419,0.6167027704512734,-0.456018997445738,90-94,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,185.0,5.220355825078324
7571,2256979,11526231,10022,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,550.0,6.309918278226516
7573,4565734,54712,11222,0.5760424299973689,-0.3370343067877555,1.235102772229469,0.38159161324243157,0.17367341683956244,-0.10309465286236737,-0.5545226188804973,No Reviews,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,215.0,5.3706380281276624
7574,4738342,24446167,10003,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,0.8566352448891538,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,120.0,4.787491742782046
7575,1928781,3084651,10003,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,1.096567719327034,-0.20975994385883995,80-84,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,90.0,4.499809670330265
7576,4738297,24080426,10065,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,175.0,5.1647859739235145
7579,2182899,377361,10009,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,-0.22257021951315167,-1.3027570250517688,-0.25901175457621956,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,160.0,5.075173815233827
7580,3136873,15640893,11206,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.3027570250517688,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,65.0,4.174387269895637
7581,3820891,10321180,10012,0.5760424299973689,-0.3370343067877555,1.235102772229469,0.38159161324243157,-0.22257021951315167,1.096567719327034,-0.5052708081631176,95-100,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,625.0,6.437751649736401
7582,2126194,4280051,11238,0.028250972045239065,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,-0.22257021951315167,-1.2227795335724754,-0.30826356529359916,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,125.0,4.8283137373023015
7583,4607376,23827932,10036,-0.5195404859068907,2.3140196115930816,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.0628245506138885,-0.5545226188804973,No Reviews,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,175.0,5.1647859739235145
7584,487816,2413714,11237,2.7672082618058877,-0.3370343067877555,1.235102772229469,3.0469314820955553,-0.22257021951315167,1.096567719327034,0.5782690276192338,95-100,0.5436210842425065,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,180.0,5.19295685089021
7585,4047815,20988865,11372,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.3027570250517688,-0.4067671867283584,85-89,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,95.0,4.553876891600541
7586,4616721,23916661,10036,1.6716253459016284,-0.3370343067877555,1.235102772229469,1.2700382361934728,0.17367341683956244,0.45674778749268663,-0.456018997445738,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,251.0,5.5254529391317835
7587,2670003,3911196,11206,1.1238338879494987,-0.3370343067877555,1.235102772229469,0.38159161324243157,-0.22257021951315167,1.0165902278477406,-0.30826356529359916,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,140.0,4.941642422609304
7588,4334944,10027131,11226,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,-0.5545226188804973,No Reviews,9.808514602652156,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,33.0,3.4965075614664802
7589,2936022,11134501,10036,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,0.1368378215755129,-0.5052708081631176,80-84,-0.38286826759845854,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,60.0,4.0943445622221
7590,707387,3636186,10314,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,1.096567719327034,-0.5545226188804973,No Reviews,-0.38286826759845854,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,120.0,4.787491742782046
7592,4828406,24805083,10037,-0.5195404859068907,0.9884926524026629,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,0.45674778749268663,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,100.0,4.605170185988092
7593,4286584,15241601,11238,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,0.5367252789719801,-0.5052708081631176,95-100,1.4701104360834716,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,65.0,4.174387269895637
7594,41513,181167,10031,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,1.2700382361934728,0.17367341683956244,-0.6629370932174213,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,80.0,4.382026634673881
7595,372029,1873294,10032,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,1.758647962250419,0.9366127363684471,2.0558233491406224,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,60.0,4.0943445622221
7596,4768030,24598868,10029,-1.0673319438590205,2.3140196115930816,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.142802042093182,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,80.0,4.382026634673881
7597,347865,251176,10009,1.6716253459016284,-0.3370343067877555,1.235102772229469,0.38159161324243157,-0.6188138558658658,0.05686033009621948,4.518413885009603,80-84,0.5436210842425065,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,125.0,4.8283137373023015
7598,3100419,366504,11232,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,1.0165902278477406,0.036499109728058116,90-94,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,65.0,4.174387269895637
7599,3765073,10321180,10012,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,-0.456018997445738,95-100,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,125.0,4.8283137373023015
7600,4668899,4337366,10001,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.9661606895449907,-0.982847059134595,-0.5545226188804973,No Reviews,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,110.0,4.700480365792417
7601,4601815,23847934,10029,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,-0.982847059134595,-0.5545226188804973,No Reviews,1.9333551120039543,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,80.0,4.382026634673881
7602,1423957,7663393,11205,-0.5195404859068907,2.3140196115930816,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,-0.5545226188804973,No Reviews,-0.38286826759845854,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,160.0,5.075173815233827
7603,4566571,3814458,10018,-1.0673319438590205,2.3140196115930816,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,-1.3027570250517688,-0.5545226188804973,No Reviews,1.4701104360834716,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,90.0,4.499809670330265
7604,4653253,24086974,11221,1.1238338879494987,-0.3370343067877555,1.235102772229469,0.38159161324243157,-0.6188138558658658,-1.2227795335724754,-0.5052708081631176,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,100.0,4.605170185988092
7605,2838319,14520107,10032,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,1.096567719327034,0.7260244597713726,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,100.0,4.605170185988092
7606,2847652,3056690,10032,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,0.17367341683956244,0.8566352448891538,-0.012752700989321495,85-89,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,65.0,4.174387269895637
7607,2398423,1612492,10013,-1.0673319438590205,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,0.5367252789719801,-0.5052708081631176,95-100,0.5436210842425065,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,115.0,4.74493212836325
7608,282458,797100,10014,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.22257021951315167,0.45674778749268663,0.036499109728058116,70-79,0.08037640832202401,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,239.0,5.476463551931511
7609,3425319,2609676,10032,0.028250972045239065,0.9884926524026629,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,1.096567719327034,-0.5545226188804973,No Reviews,0.5436210842425065,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,75.0,4.31748811353631
7610,2969553,3490348,11237,-0.5195404859068907,-0.3370343067877555,-0.41170092407648967,-0.5068550097086097,-0.6188138558658658,0.6966802619305669,-0.35751537601097877,70-79,0.08037640832202401,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,40.0,3.6888794541139363
7611,3059383,10521779,10019,0.5760424299973689,-0.3370343067877555,-0.41170092407648967,0.38159161324243157,-0.6188138558658658,1.096567719327034,-0.062004511706701106,95-100,-0.38286826759845854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,349.0,5.855071922202427
